,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,long_exposure,long_mavg,long_value,longs_count,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,price,returns,sharpe,short_exposure,short_mavg,short_value,shorts_count,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2015-11-19 21:00:00+00:00,0.2937717335986356,0.0006967499999994686,-0.011356388560033294,0.02945679437239579,0.1535837738820087,1.2432676426598623,0.0,-1871.0325000000007,11878.0,11878.0,0.0,1.186972976578569,11878.0,104.51554059829061,11878.0,1,-0.26144093943744257,1.221660905577471,1.186972976578569,[],2015-11-19 21:00:00+00:00,2015-11,2015-11-19 14:31:00+00:00,149.0,10006.967499999999,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 118.71032500000001, 'last_sale_price': 118.78}]",118.78,0.015114677543824229,0.14934165773304564,0.0,105.55597350993379,0.0,0,0.20900957500398645,-1871.0325000000007,11729.0,11729.0,224,[],0.0
2015-11-20 21:00:00+00:00,0.29316344511434395,0.005896749999999562,-0.01057074388604337,0.03321183298656183,0.15328459856295243,1.2433845478450078,0.0,-1871.0325000000007,11930.0,11930.0,0.0,1.1860064166625452,11930.0,104.48143191489363,11930.0,1,-0.26144093943744257,1.221660905577471,1.1860064166625452,[],2015-11-20 21:00:00+00:00,2015-11,2015-11-20 14:31:00+00:00,52.0,10058.967499999999,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 118.71032500000001, 'last_sale_price': 119.3}]",119.3,0.005196379422637287,0.16883862982431436,0.0,105.508021978022,0.0,0,0.23633285087145825,-1871.0325000000007,11878.0,11878.0,225,[],0.0
2015-11-23 21:00:00+00:00,0.2929750485342661,-0.009603250000000507,-0.026152888552208008,0.03202342401535163,0.15295015084516111,1.2442759790697355,0.0,-1871.0325000000007,11775.0,11775.0,0.0,1.1889174717102011,11775.0,104.44351483050849,11775.0,1,-0.26144093943744257,1.221660905577471,1.1889174717102011,[],2015-11-23 21:00:00+00:00,2015-11,2015-11-23 14:31:00+00:00,-155.0,9903.967499999999,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 118.71032500000001, 'last_sale_price': 117.75}]",117.75,-0.015409136176252725,0.10955346274748941,0.0,105.45491247264772,0.0,0,0.15312625411629738,-1871.0325000000007,11930.0,11930.0,226,[],0.0
2015-11-24 21:00:00+00:00,0.29256774860404117,0.0016967499999995805,-0.015247851163968843,0.03340581637282325,0.1526162316568748,1.2448174373124214,0.0,-1871.0325000000007,11888.0,11888.0,0.0,1.1867863203110125,11888.0,104.40933966244727,11888.0,1,-0.26144093943744257,1.221660905577471,1.1867863203110125,[],2015-11-24 21:00:00+00:00,2015-11,2015-11-24 14:31:00+00:00,113.0,10016.967499999999,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 118.71032500000001, 'last_sale_price': 118.88}]",118.88,0.01140956894295142,0.1525156710137057,0.0,105.40444880174293,0.0,0,0.2133499488450965,-1871.0325000000007,11775.0,11775.0,227,[],0.0
2015-11-25 21:00:00+00:00,0.29206464032131985,-0.0068032500000004825,-0.02436889662029255,0.03325772152954842,0.15228010674777148,1.2449487821821423,0.0,-1871.0325000000007,11803.0,11803.0,0.0,1.188384879430989,11803.0,104.37567226890756,11803.0,1,-0.26144093943744257,1.221660905577471,1.188384879430989,[],2015-11-25 21:00:00+00:00,2015-11,2015-11-25 14:31:00+00:00,-85.0,9931.967499999999,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 118.71032500000001, 'last_sale_price': 118.03}]",118.03,-0.008485602054713715,0.11999616339223028,0.0,105.35233405639914,0.0,0,0.1677861073927066,-1871.0325000000007,11888.0,11888.0,228,[],0.0
2015-11-27 18:00:00+00:00,0.29143390715046846,-0.009003250000000462,-0.02826231042601765,0.034441958815032425,0.1519491067148621,1.2447871216023834,0.0,-1871.0325000000007,11781.0,11781.0,0.0,1.1888030914329437,11781.0,104.34084100418409,11781.0,1,-0.26144093943744257,1.221660905577471,1.1888030914329437,[],2015-11-27 18:00:00+00:00,2015-11,2015-11-27 14:31:00+00:00,-22.0,9909.967499999999,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 118.71032500000001, 'last_sale_price': 117.81}]",117.81,-0.002215069672751091,0.11136676105795808,0.0,105.3004838012959,0.0,0,0.1557143557900578,-1871.0325000000007,11803.0,11803.0,229,[],0.0
2015-11-30 21:00:00+00:00,0.2908405784865994,-0.004103250000000558,-0.016967147265819386,0.03014772982077374,0.1516851701440716,1.2426717696964371,0.0,-1871.0325000000007,11830.0,11830.0,0.0,1.1878741445837635,11830.0,104.3084375,11830.0,1,-0.26144093943744257,1.221660905577471,1.1878741445837635,[],2015-11-30 21:00:00+00:00,2015-11,2015-11-30 14:31:00+00:00,49.0,9958.967499999999,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 118.71032500000001, 'last_sale_price': 118.3}]",118.3,0.004944516720160719,0.12973570513910795,0.0,105.25183440860215,0.0,0,0.18142355757225853,-1871.0325000000007,11781.0,11781.0,230,[],0.0
2015-12-01 21:00:00+00:00,0.29038768751928495,-0.01370325000000061,-0.03982097565810505,0.03997100678420362,0.15167053557916976,1.2331618743330062,0.0,-1871.0325000000007,11734.0,11734.0,0.0,1.1897027948231607,11734.0,104.27346887966803,11734.0,1,-0.26144093943744257,1.221660905577471,1.1897027948231607,[],2015-12-01 21:00:00+00:00,2015-12,2015-12-01 14:31:00+00:00,-96.0,9862.967499999999,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 118.71032500000001, 'last_sale_price': 117.34}]",117.34,-0.009639553497890252,0.09316230817300473,0.0,105.21450749464668,0.0,0,0.13020545545578602,-1871.0325000000007,11830.0,11830.0,231,[],0.0
2015-12-02 21:00:00+00:00,0.2899792161474385,-0.024303250000000554,-0.037605040469953895,0.029353023689959956,0.1517314029734351,1.2321775716939332,0.0,-1871.0325000000007,11628.0,11628.0,0.0,1.1917637319177297,11628.0,104.24005165289255,11628.0,1,-0.26144093943744257,1.221660905577471,1.1917637319177297,[],2015-12-02 21:00:00+00:00,2015-12,2015-12-02 14:31:00+00:00,-106.0,9756.967499999999,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 118.71032500000001, 'last_sale_price': 116.28}]",116.28,-0.010747272562745436,0.052634175975277975,0.0,105.1739381663113,0.0,0,0.07351069953347995,-1871.0325000000007,11734.0,11734.0,232,[],0.0
2015-12-03 21:00:00+00:00,0.28958498940209854,-0.035103250000000585,-0.030645025661015533,0.014944021192163204,0.1521193498595567,1.2279868561432161,0.0,-1871.0325000000007,11520.0,11520.0,0.0,1.1939101256170674,11520.0,104.20692181069955,11520.0,1,-0.26144093943744257,1.221660905577471,1.1939101256170674,[],2015-12-03 21:00:00+00:00,2015-12,2015-12-03 14:31:00+00:00,-108.0,9648.967499999999,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 118.71032500000001, 'last_sale_price': 115.2}]",115.2,-0.011069012989948002,0.011138958130985623,0.0,105.13437367303607,0.0,0,0.015545371379532883,-1871.0325000000007,11628.0,11628.0,233,[],0.0
2015-12-04 21:00:00+00:00,0.2918822032015184,0.0031967499999994153,-0.014243612779745268,0.0347381485015823,0.15312089917524818,1.2421197661933976,0.0,-1871.0325000000007,11903.0,11903.0,0.0,1.1865070336402108,11903.0,104.18007991803276,11903.0,1,-0.26144093943744257,1.221660905577471,1.1865070336402108,[],2015-12-04 21:00:00+00:00,2015-12,2015-12-04 14:31:00+00:00,383.0,10031.967499999999,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 118.71032500000001, 'last_sale_price': 119.03}]",119.03,0.0396933661554979,0.1574559587587746,0.0,105.10188372093022,0.0,0,0.22196125332671915,-1871.0325000000007,11520.0,11520.0,234,[],0.0
2015-12-07 21:00:00+00:00,0.2913658071783611,-0.004303250000000647,-0.014128836689113435,0.028469147776751802,0.15293041910365154,1.242089428458405,0.0,-1871.0325000000007,11828.0,11828.0,0.0,1.187911881805379,11828.0,104.15348979591832,11828.0,1,-0.26144093943744257,1.221660905577471,1.187911881805379,[],2015-12-07 21:00:00+00:00,2015-12,2015-12-07 14:31:00+00:00,-75.0,9956.967499999999,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 118.71032500000001, 'last_sale_price': 118.28}]",118.28,-0.00747610077484806,0.12954882713179586,0.0,105.06738105263156,0.0,0,0.18255926191711477,-1871.0325000000007,11903.0,11903.0,235,[],0.0
2015-12-08 21:00:00+00:00,0.2907459995198165,-0.004803250000000592,-0.005601153362498555,0.021553535764382792,0.15277067830219754,1.2395972700939502,0.0,-1871.0325000000007,11823.0,11823.0,0.0,1.1880062912182945,11823.0,104.12807926829264,11823.0,1,-0.26144093943744257,1.221660905577471,1.1880062912182945,[],2015-12-08 21:00:00+00:00,2015-12,2015-12-08 14:31:00+00:00,-5.0,9951.967499999999,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 118.71032500000001, 'last_sale_price': 118.23}]",118.23,-0.0005021609239961311,0.12743065018727204,0.0,105.0306394129979,0.0,0,0.1795726307028955,-1871.0325000000007,11828.0,11828.0,236,[],0.0
2015-12-09 21:00:00+00:00,0.29140109906004497,-0.030903250000000604,-0.02337120351172766,0.013611167602688212,0.15266478663247882,1.2455764969651075,0.0,-1871.0325000000007,11562.0,11562.0,0.0,1.193069732201661,11562.0,104.09864170040481,11562.0,1,-0.26144093943744257,1.221660905577471,1.193069732201661,[],2015-12-09 21:00:00+00:00,2015-12,2015-12-09 14:31:00+00:00,-261.0,9690.967499999999,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 118.71032500000001, 'last_sale_price': 115.62}]",115.62,-0.02622596988987358,0.030911967988286545,0.0,104.9926555323591,0.0,0,0.04337845582842095,-1871.0325000000007,11823.0,11823.0,237,[],0.0
2015-12-10 21:00:00+00:00,0.2908435792073394,-0.025403250000000654,-0.02067601930133012,0.016227336013641125,0.152363704104375,1.2458650560170283,0.0,-1871.0325000000007,11617.0,11617.0,0.0,1.1919801702601616,11617.0,104.0712217741935,11617.0,1,-0.26144093943744257,1.221660905577471,1.1919801702601616,[],2015-12-10 21:00:00+00:00,2015-12,2015-12-10 14:31:00+00:00,55.0,9745.967499999999,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 118.71032500000001, 'last_sale_price': 116.17}]",116.17,0.005675387932112974,0.05150248785474025,0.0,104.9570207900208,0.0,0,0.07228667388934358,-1871.0325000000007,11562.0,11562.0,238,[],0.0
2015-12-11 21:00:00+00:00,0.2919432065623381,-0.05530325000000069,-0.027523495528719286,-0.0034682352204998823,0.15335537174381958,1.2515034360989603,0.0,-1871.0325000000007,11318.0,11318.0,0.0,1.1980564133411067,11318.0,104.03219678714855,11318.0,1,-0.26144093943744257,1.221660905577471,1.1980564133411067,[],2015-12-11 21:00:00+00:00,2015-12,2015-12-11 14:31:00+00:00,-299.0,9446.967499999999,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 118.71032500000001, 'last_sale_price': 113.18}]",113.18,-0.030679355333372516,-0.05970891914529613,0.0,104.91236645962734,0.0,0,-0.08333672408906047,-1871.0325000000007,11617.0,11617.0,239,[],0.0
2015-12-14 21:00:00+00:00,0.29142889406811645,-0.0623032500000007,-0.04179270422869663,0.0015706396758596863,0.15312078849615485,1.2484368150096914,0.0,-1871.0325000000007,11248.0,11248.0,0.0,1.19953492427056,11248.0,103.99082999999997,11248.0,1,-0.26144093943744257,1.221660905577471,1.19953492427056,[],2015-12-14 21:00:00+00:00,2015-12,2015-12-14 14:31:00+00:00,-70.0,9376.967499999999,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 118.71032500000001, 'last_sale_price': 112.48}]",112.48,-0.0074097852035587275,-0.08626205763715862,0.0,104.86361443298969,0.0,0,-0.1203568472928631,-1871.0325000000007,11318.0,11318.0,240,[],0.0
2015-12-15 21:00:00+00:00,0.2916220912101727,-0.08220325000000073,-0.07712828318583945,0.01208485208766752,0.15317427107387746,1.2325346481580404,0.0,-1871.0325000000007,11049.0,11049.0,0.0,1.2038613124311022,11049.0,103.94755776892427,11049.0,1,-0.26144093943744257,1.221660905577471,1.2038613124311022,[],2015-12-15 21:00:00+00:00,2015-12,2015-12-15 14:31:00+00:00,-199.0,9177.967499999999,"[{'sid': Equity(8 [AAPL]), 'amount': 100, 'cost_basis': 118.71032500000001, 'last_sale_price': 110.49000000000001}]",110.49000000000001,-0.021222212831600418,-0.16194179647199314,0.0,104.81038809034908,0.0,0,-0.22535103779191362,-1871.0325000000007,11248.0,11248.0,241,[],0.0
